event_id,device_id,manufacturer_id,name,country_event,country_device
16098,15344.0,5092,Device Recall  Ascend AQ,USA,USA
16101,15345.0,4900,Device Recall   Solitaire Anterior Spinal System,USA,USA
16102,15346.0,5169,"Device Recall  Prime Series Stretchers (Fifth Wheel, Big Wheel and Zoom)",USA,USA
16103,15357.0,5169,Device Recall  Stryker Transport Stretcher,USA,USA
16104,15359.0,5342,Device Recall  Neurotherm,USA,USA
16105,15365.0,4828,Device Recall  Elecsys Estradiol Assay,USA,USA
16116,15367.0,5345,Device Recall  The Spirit TM Select bed,USA,USA
16118,15368.0,4988,Device Recall  Paraffin Wax,USA,USA
16134,15369.0,5347,"Device Recall  AB Sciex API 3200MD, 3200MD QTRAP, Triple Quad, QTRAP 4500MD LC/MS/MS Systems",USA,USA
16135,15374.0,5105,Device Recall  VERION Image Guided System,USA,USA
16136,15375.0,4902,Device Recall  Amia Automated PD System with Sharesource,USA,USA
16139,15378.0,5348,Device Recall  Covidien Emprint Ablation System,USA,USA
16141,15379.0,5350,Device Recall  Horizon Medical Imaging,USA,USA
16147,15380.0,5351,Device Recall  Helios,USA,USA
16148,15384.0,5219,Device Recall  Hummi,USA,USA
16149,15385.0,4828,Device Recall  Elecsys Estradiol Assay,USA,USA
16150,15386.0,4939,Device Recall  Juno DRF,USA,USA
16151,15390.0,4939,Device Recall  Apollo,USA,USA
16152,15391.0,4939,Device Recall  Apollo DRF,USA,USA
16153,15392.0,4939,Device Recall  Apollo EZ,USA,USA
16154,15393.0,5045,"Device Recall  Simplexa"" HSV 1 & 2 Direct",USA,USA
16155,15394.0,5352,Device Recall  Fixed eye Safety filters,USA,USA
16166,15395.0,5280,Device Recall  Fresenius 2008 Series Hemodialysis  Delivery Systems,USA,USA
16168,15402.0,5354,Device Recall  Livongo Health In Touch Blood Glucose Monitoring System,USA,USA
16174,15403.0,4858,Device Recall  VERO,USA,USA
16177,15406.0,5356,Device Recall  Acorn Stairlifts,USA,USA
16178,15407.0,4958,Device Recall  MAKOplasty Hip Array Kit Laminate,USA,USA
16179,15409.0,4958,Device Recall  RESTORIS PST Offset Shell Impactor,USA,USA
16189,15412.0,5359,Device Recall  Access ClearVue Prone Breast Device,USA,USA
16190,15449.0,5360,Device Recall  XGuide Surgical Navigation System,USA,USA
16193,15450.0,5068,Device Recall  ViewRay Maridian System,USA,USA
16194,15466.0,5125,Device Recall  Cervical Spine Locking Plate (CSLP) System,USA,USA
16195,15469.0,5125,Device Recall  Oblique Posterior Atraumatic Lumbar (OPAL) System,USA,USA
16199,15471.0,5125,Device Recall  Synthes Low Profile Neuro Plating System,USA,USA
16200,15472.0,5125,Device Recall  Synthes Low Profile Neuro Plating System,USA,USA
16201,15477.0,5362,Device Recall  First Step Bedside ADDWATER kit,USA,USA
16205,15478.0,5364,Device Recall  Integra 3,USA,USA
16206,15480.0,5365,Device Recall  Ascom Mobile Monitoring Gateway,USA,USA
16207,15481.0,4936,Device Recall  Maquet,USA,USA
16208,15482.0,5045,Device Recall  Simplexa Flu A/B & RSV Direct,USA,USA
16209,15501.0,5045,Device Recall  Simplexa Group A Strep Direct,USA,USA
16210,15505.0,5366,Device Recall  dynarex Specimen Containers,USA,USA
16217,15509.0,5367,Device Recall  Vaxcel PICC with PASV Catheter Kit,USA,USA
16218,15515.0,5367,Device Recall  Vaxcel PICC with PASV Introducer Kit,USA,USA
16221,15527.0,5125,"Device Recall  Synthes Interlocking Bolt, 151mm",USA,USA
16222,15528.0,5216,Device Recall  MEVION S250,USA,USA
16224,15529.0,5368,Device Recall  SelfCath Pediatric Catheter,USA,USA
16227,15530.0,5369,Device Recall  BBB38,USA,USA
16264,15561.0,5072,Device Recall  IMPAK Liquid Acrylic Resin,USA,USA
16265,15586.0,5370,Device Recall  Optovue iVue and iVue 500,USA,USA
16281,15588.0,5372,Device Recall  OraQuick HCV Visual Reference Panel,USA,USA
16284,15593.0,5373,Device Recall  Drew Scientific Inc.  D3 Hematology AnalyzerD3 Reagent Pack,USA,USA
16286,15594.0,4973,Device Recall  Oxoid Nitrocefin ( Reconstitution Fluid Batch),USA,USA
16287,15603.0,5375,Device Recall  Atlas Spine Torque Limiting Handle,USA,USA
16292,15633.0,5377,Device Recall  Trinity Acetabular System,USA,USA
16293,15655.0,5378,Device Recall  AllergiEnd ST9 Multiple Skin Test Applicator (Item 1000) and AllergiEnd ST9 Multiple Well Test Tra,USA,USA
16295,15656.0,5377,Device Recall  Trinity Acetabular System,USA,USA
16296,15657.0,5377,Device Recall  Trinity Acetabular System,USA,USA
16297,15658.0,5330,Device Recall  AMT GJet LowProfile TransgastricJejunal Feeding Device,USA,USA
16316,15659.0,5379,Device Recall  eCare Coordinator,USA,USA
16320,15660.0,5380,Device Recall  Onpharma,USA,USA
16324,15669.0,5381,Device Recall  AdTech Electrode Connection System/Cables,USA,USA
16330,15684.0,5384,"Device Recall  Conforming Stretch Gauze Bandages, Sterile",USA,USA
16342,15685.0,5226,Device Recall  Laparotomy Pack,USA,USA
16343,15686.0,5226,Device Recall  Laparotomy Pack Latex Free,USA,USA
16344,15687.0,5226,Device Recall  General Surgery Packs,USA,USA
16345,15689.0,5233,Device Recall  Shimadzu YSF300 XRay Diagnostic Table,USA,USA
16376,15693.0,5391,Device Recall  STATCheck,USA,USA
16402,15694.0,5394,Device Recall  Carelink and Carelink Express Monitor,USA,USA
16404,15695.0,5347,Device Recall  AB SciexTriple Quad 4500MD LC/MS/MS System.,USA,USA
16409,15696.0,5396,Device Recall  AngioVac Circuit,USA,USA
16410,15697.0,5396,Device Recall  AngioVac Circuit Pack,USA,USA
16419,15705.0,5400,Device Recall  NeuroBlate System SideFire Select  2.2 mm Directional Laser Probe,USA,USA
16449,15707.0,5401,Device Recall  Axial Torque Limiting Driver,USA,USA
16472,15708.0,5402,Device Recall  Diamedix IsCMV IgG Test Kit,USA,USA
16473,15709.0,5403,Device Recall  Aluminum crutch,USA,USA
16474,15710.0,5403,Device Recall  EZ adjust aluminum crutch,USA,USA
16475,15711.0,5403,Device Recall  Universal aluminum crutch,USA,USA
16476,15712.0,5403,Device Recall  Universal Quick Adjust,USA,USA
16477,15713.0,5403,Device Recall  Universal Quick Adjust,USA,USA
16478,15714.0,5403,Device Recall  Direct Supply aluminum crutch,USA,USA
16487,15721.0,5404,Device Recall  NovaPACS,USA,USA
16502,15723.0,5405,Device Recall  Secure,USA,USA
16503,15725.0,5125,Device Recall  1.5 mm RAPIDSORB Rapid Resorbable Orbital Floor Plates with Bending Template Sterile,USA,USA
16504,15727.0,5125,Device Recall  1.5 mm RAPIDSORB Rapid Resorbable Orbital Floor Plates with Bending Template Sterile,USA,USA
16505,15728.0,5125,Device Recall  1.5 mm RAPIDSORB Rapid Resorbable Orbital Floor Plates with Bending Template Sterile,USA,USA
16507,15730.0,5405,Device Recall  Secure,USA,USA
16511,15732.0,5409,Device Recall  Stryker FlowPort II Adapter,USA,USA
16512,15733.0,5410,Device Recall  HeaterBaum Foot & Ankle Heating Pad,USA,USA
16513,15734.0,5411,Device Recall  Miltex Premium Grade SelfLocking Chisel Blade Handle,USA,USA
16514,15735.0,5125,Device Recall  8.0 mm Flexible Shaft Reamer,USA,USA
16515,15736.0,5125,Device Recall  Synthes LCP DiaphysealMetaphyseal Volar Distal Radius Plate,USA,USA
16523,15737.0,5413,Device Recall  Sedecal SA  Mobile Diagnost w DR xray system,USA,USA
16525,15738.0,5414,Device Recall  AVEA  ventilator,USA,USA
16526,15739.0,5414,Device Recall  AVEA Standard ventilator,USA,USA
16527,15740.0,5414,Device Recall  AVEA Standard with Compressor ventilator,USA,USA
16528,15741.0,5414,Device Recall  AVEA  Comprehensive ventilator,USA,USA
16529,15742.0,5414,Device Recall  AVEA Standard ventilator,USA,USA
16530,15743.0,5414,Device Recall  AVEA Standard with Compressor ventilator,USA,USA
16531,15744.0,5414,Device Recall  TCA Board,USA,USA
16532,15745.0,5414,Device Recall  Gas Delivery Engine,USA,USA
16533,15746.0,5414,Device Recall  Gas Delivery Engine,USA,USA
16534,15747.0,5414,Device Recall  Gas Delivery Engine,USA,USA
16535,15748.0,5414,Device Recall  AVEA GDE/UIM upgrade kit,USA,USA
16536,15751.0,5414,Device Recall  AVEA GDE upgrade kit,USA,USA
16543,15752.0,5418,Device Recall  Sure Vue Color Staph IDSure Vue SELECT Staph IDbiokit Color Staph IDbiokit SELECT Staph ID,USA,USA
16546,15753.0,5419,Device Recall  Medtronic 0arm Imaging System,USA,USA
16548,15754.0,5419,Device Recall  Medtronic Navigation Oarm 02,USA,USA
16550,15755.0,5125,Device Recall  Norian Drillable Injects Sterile,USA,USA
16551,15756.0,5125,Device Recall  Norian Drillable Injects Sterile,USA,USA
16552,15757.0,5125,Device Recall  Norian Drillable Injects Sterile,USA,USA
16554,15759.0,5421,Device Recall  Leica Biosystems Richmond Inc.,USA,USA
16556,15760.0,5367,Device Recall  Vaxcel PICC with PASV IR145 Kit,USA,USA
16557,15762.0,5367,Device Recall  Vaxcel PICC with PASV MST30 Kit,USA,USA
16558,15766.0,4998,Device Recall  Preformance 15 degrees preangled post,USA,USA
16559,15767.0,5367,Device Recall  Vaxcel PICC with PASV MST60 Kit,USA,USA
16560,15768.0,5367,Device Recall  Vaxcel PICC with PASV Introducer Kit,USA,USA
16561,15769.0,5367,Device Recall  Vaxcel PICC with PASV Intermediate Safety MST Kit,USA,USA
16562,15770.0,5367,Device Recall  Xcela PICC with PASV Valve Technology Catheter Kit,USA,USA
16563,15771.0,5367,"Device Recall  Xcela PICC with PASV Valve Technology, IR145 Kit",USA,USA
16564,15772.0,5367,Device Recall  Xcela PICC with PASV Valve Technology,USA,USA
16565,15773.0,5367,"Device Recall  Xcela PICC with PASV Valve Technology, Intermediate MST45 Kit",USA,USA
16566,15774.0,5367,"Device Recall  Xcela Hybrid PICC with PASV Valve Technology, Catheter Kit",USA,USA
16567,15775.0,5367,"Device Recall  Xcela Hybrid PICC with PASV Valve Technology, IR145 Kit",USA,USA
16568,15776.0,5367,"Device Recall  Xcela Hybrid PICC with PASV Valve Technology, MST70 Kit",USA,USA
16569,15777.0,5367,"Device Recall  Xcela Hybrid PICC with PASV Valve Technology, Intermediate MST45 Kit",USA,USA
16570,15778.0,5367,"Device Recall  BioFlo PICC with ENDEXO and PASV Valve Technology, Catheter Kit",USA,USA
16571,15779.0,5367,"Device Recall  BioFlo PICC with ENDEXO and PASV Valve Technology, IR145 Kit",USA,USA
16572,15780.0,5367,"Device Recall  BioFlo PICC with ENDEXO and PASV Valve Technology, MST70 Kit",USA,USA
16575,15781.0,5423,Device Recall  Ellipse Multiflex system,USA,USA
16576,15782.0,5423,Device Recall  Ellipse Nordlys system,USA,USA
16577,15783.0,5367,"Device Recall  BioFlo PICC with ENDEXO and PASV Valve Technology, MST45 Kit",USA,USA
16578,15784.0,5367,"Device Recall  BioFlo PICC with ENDEXO and PASV Valve Technology, Maximal Barrier Nursing Kit",USA,USA
16579,15785.0,5367,"Device Recall  BioFlo Hybrid PICC with ENDEXO and PASV Valve Technology, Catheter Kit",USA,USA
16580,15786.0,5367,"Device Recall  BioFlo Hybrid PICC with ENDEXO and PASV Valve Technology, IR145 Kit",USA,USA
16581,15787.0,5367,"Device Recall  BioFlo Hybrid PICC with ENDEXO and PASV Valve Technology, MST70 Kit",USA,USA
16583,15788.0,5425,Device Recall  GE Healthcare Revolution CT,USA,USA
16584,15789.0,5426,Device Recall  Flexichamber AntiStatic Valved Collapsible Holding Chamber,USA,USA
16586,15790.0,5169,"Device Recall  PowerPRO XT, PowerPRO IT, PowerPRO TL",USA,USA
16593,15795.0,4998,Device Recall  Preformance Post,USA,USA
16594,15796.0,4998,Device Recall  Preformance Temporary Cylinder,USA,USA
16595,15797.0,4998,Device Recall  Preptite Cap,USA,USA
16596,15798.0,4998,Device Recall  PrepTite Post,USA,USA
16597,15801.0,4998,Device Recall  Provide Impression Coping,USA,USA
16598,15802.0,4998,Device Recall  Provide Protection Cap,USA,USA
16599,15805.0,4998,Device Recall  Quickbridge TM Cap,USA,USA
16600,15806.0,4998,Device Recall  Standard Abutment,USA,USA
16601,15815.0,4998,Device Recall  Standard Abutment Pick Up Coping,USA,USA
16602,15818.0,4998,Device Recall  Standard Abutment Temporary Screw,USA,USA
16603,15819.0,4998,Device Recall  Standard Abutment Transfer Coping,USA,USA
16604,15820.0,5428,Device Recall  Signature Personalized Patient Care System,USA,USA
16605,15821.0,4998,Device Recall  Temporary Healing Retention Cylinder,USA,USA
16606,15822.0,4998,Device Recall  Temporary Hexed Cylinder,USA,USA
16607,15823.0,4998,Device Recall  Temporary NonHexed Cylinder,USA,USA
16608,15824.0,5425,Device Recall  MSK 1.5T Extreme,USA,USA
16609,15825.0,5425,Device Recall  Optima 1.5T MR430s,USA,USA
16610,15827.0,4998,Device Recall  Titanium Hexed Uniscrew,USA,USA
16611,15830.0,4998,Device Recall  Titanium Square Uniscrew,USA,USA
16612,15833.0,4998,Device Recall  Conical EP Healing Cap,USA,USA
16613,15834.0,4998,Device Recall  Conical EP PickUp Coping (Hexed),USA,USA
16614,15857.0,4998,Device Recall  Conical EP PickUp Coping (NonHexed),USA,USA
16615,15858.0,4998,Device Recall  Conical EP Twist Lock TM Coping,USA,USA
16616,15859.0,4998,Device Recall  Conical Healing Cap,USA,USA
16617,15860.0,4998,Device Recall  Cover Screw,USA,USA
16622,15861.0,5431,Device Recall  Piccolo Composite Tibia and Femoral Nailing Systems  Ball Tip Guide Wire,USA,USA
16623,15862.0,5432,Device Recall  Sharpoint,USA,USA
16624,15863.0,4902,Device Recall  PrismaSate,USA,USA
16625,15864.0,5280,Device Recall  Fresenius Crit Line in a Clip (CLiC),USA,USA
16628,15865.0,5421,Device Recall  Leica Biosystems Richmond Inc,USA,USA
16629,15866.0,5435,Device Recall  Radiesse,USA,USA
16632,15867.0,4998,"Device Recall  Cover Screw, Headless",USA,USA
16633,15868.0,4998,"Device Recall  DALRO Housing, Female Assembly",USA,USA
16642,15869.0,5437,Device Recall  Saw Sagittal,USA,USA
16645,15870.0,5105,Device Recall  phacofragmentation system,USA,USA
16646,15871.0,5125,Device Recall  6.5 mm Cannulated Screw,USA,USA
16647,15872.0,5125,Device Recall  6.5 mm Cancellous Screw,USA,USA
16648,15873.0,5125,Device Recall  7.0 mm and 7.3 mm Cannulated Screw,USA,USA
16649,15874.0,5125,Device Recall  4.0 mm Cortex Screw,USA,USA
16650,15875.0,5125,Device Recall  4.5 mm Cortex Screw,USA,USA
16651,15876.0,5125,Device Recall  4.5 mm Cannulated Screw,USA,USA
16652,15877.0,5125,Device Recall  3.5 mm and 4.0 mm Cannulated Screw,USA,USA
16654,15878.0,5439,Device Recall  Mammotome Revolve Dual Vacuum Assist Biopsy System,USA,USA
16657,15879.0,5108,Device Recall  Angiodynamics Soft Vu Omni Flush Catheter,USA,USA
16660,15880.0,5442,Device Recall   System 83 Plus 2 Endoscope/Washer/Disinfector,USA,USA
16661,15881.0,4828,"Device Recall  Enzyme Immunoassay, Vancomycin",USA,USA
16684,15882.0,4998,Device Recall  DALRO Abutment,USA,USA
16685,15884.0,4998,Device Recall  DALRO Threaded Female,USA,USA
16686,15885.0,4998,Device Recall  Drill Stop,USA,USA
16687,15893.0,4998,Device Recall  EP Healing Abutment,USA,USA
16688,15900.0,4998,Device Recall  Gingihue 15 Degree PreAngled Post,USA,USA
16689,15901.0,4998,Device Recall  Gingihue Post,USA,USA
16690,15902.0,4998,Device Recall  Gold Slotted Screw,USA,USA
16691,15903.0,4998,Device Recall  Gold Tite Hexed Retaining Screw,USA,USA
16692,15904.0,4998,Device Recall  Healing Abutment,USA,USA
16693,15905.0,4998,Device Recall  Implant Cover Screw,USA,USA
16694,15906.0,4998,Device Recall  Implant EP PickUp Coping,USA,USA
16695,15908.0,4998,Device Recall  Implant EP Twist Lock TM Coping,USA,USA
16696,15909.0,4998,Device Recall  Implant Twist Lock TM Coping,USA,USA
16697,15910.0,4998,Device Recall  Index Coping Surgical,USA,USA
16698,15911.0,4998,Device Recall  IOL Abutment and Screw,USA,USA
16699,15913.0,4998,Device Recall  IOL Distal Extension,USA,USA
16700,15914.0,4998,Device Recall  IOL Healing Cap,USA,USA
16701,15915.0,4998,Device Recall  IOL PickUp Impression Coping,USA,USA
16702,15916.0,4998,Device Recall  IOL Titanium Temporary Cylinder,USA,USA
16703,15917.0,4998,Device Recall  IOL Transfer Impression Coping,USA,USA
16704,15918.0,4998,Device Recall  Locator Abutment,USA,USA
16705,15919.0,4998,Device Recall  Locator Abutment Impression Coping,USA,USA
16706,15920.0,4998,Device Recall  Certain Hex Tryin Screw (5 pk),USA,USA
16707,15921.0,4998,Device Recall  Certain Implant Cover Screw,USA,USA
16708,15922.0,4998,Device Recall  Certain Implant EP Twist Lock TM Coping,USA,USA
16709,15923.0,5444,Device Recall  Lifeline Brand,USA,USA
16711,15924.0,5394,"Device Recall  Medtronic, MyCareLink Patient Monitor",USA,USA
16712,15925.0,5444,Device Recall  General Motors brand,USA,USA
16720,15927.0,5384,"AMD-Ritmed Transparent Dressing - Window with label, 4 "" x 4  3/4"" (10 cm x 12 cm), Reorder No./Code A60044-W, Sterile || -- 200 Dressings per case -- Made in China for AMD-Ritmed Inc. 1200 55th Ave., Lachine, QC H8T 3J8/295 Firetower Road, Tonawanda, NY 14150",USA,USA
16727,15928.0,4998,Device Recall  Certain Implant Straight Cover Screw,USA,USA
16728,15929.0,4998,Device Recall  Certain IOL Abutment,USA,USA
16729,15931.0,4998,Device Recall  Certain Locator Abutment,USA,USA
16730,15932.0,4998,Device Recall  Certain Micromini Flat Implant Cover Screw,USA,USA
16731,15933.0,4998,Device Recall  Certain NonHexed Implant Pickup Coping,USA,USA
16732,15934.0,4998,Device Recall  Certain Pickup Coping,USA,USA
16733,15935.0,4998,Device Recall  Certain Preformance 15 degrees PreAngled Post,USA,USA
16735,15940.0,4998,Device Recall  Certain Preformance Post,USA,USA
16736,15941.0,4998,Device Recall  Certain Preformance Temporary Cylinder,USA,USA
16737,15942.0,4998,Device Recall  Certain Provide Abutment,USA,USA
16738,15943.0,4998,Device Recall  Certain Standard Abutment,USA,USA
16740,15944.0,4998,Device Recall  Certain Straight Healing Abutment,USA,USA
16741,15945.0,4998,Device Recall  Certain Straight Pick Up Coping,USA,USA
16742,15946.0,4998,Device Recall  Certain Temporary Hexed Cylinder,USA,USA
16743,15947.0,4998,Device Recall  Certain Temporary NonHexed Cylinder,USA,USA
16744,15948.0,4998,Device Recall  Certain Titanium Large Hexed Screw,USA,USA
16745,15949.0,4998,Device Recall  Certain Twist Lock TM Coping,USA,USA
16746,15950.0,4998,Device Recall  Certain Twist Lock TM Straight Transfer Coping,USA,USA
16747,15951.0,4998,Device Recall  Certain Twist Lock TM Coping,USA,USA
16748,15952.0,4998,Device Recall  Conical 17 degree Angled Abutment,USA,USA
16749,15953.0,4998,Device Recall  Conical 25 degree Angled Abutment,USA,USA
16750,15954.0,4998,Device Recall  Conical  Abutment,USA,USA
16751,15955.0,4998,Device Recall  Conical  Abutment Gold Standard ZR TM,USA,USA
16752,15956.0,4998,Device Recall  Conical  Abutment Pickup Coping,USA,USA
16754,15957.0,4998,Device Recall  Certain EP Healing Abutment 4.1mm(D) x 5mm(P) x 2mm(H),USA,USA
16755,15958.0,4998,Device Recall  Bellatek Encode Healing Abutment,USA,USA
16756,15960.0,4998,Device Recall  Certain EP Twist Lock TM Coping,USA,USA
16758,15961.0,4998,Device Recall  Certain Bellatek Encode Healing Abutment,USA,USA
16759,15962.0,4998,Device Recall  Certain Conical 17 degree Angled Abutment,USA,USA
16760,15963.0,4998,Device Recall  Certain Conical 25 degree Angled Abutment,USA,USA
16761,15964.0,4998,Device Recall  Certain Conical  Abutment,USA,USA
16762,15965.0,4998,Device Recall  Certain Cover Screw,USA,USA
16767,15966.0,5125,Device Recall  Blade/Screw Guide Sleeve,USA,USA
16768,15967.0,5125,Device Recall  Low Profile Neuro Screwdriver Blade/MR Safe/MQC/32 mm Short,USA,USA
16769,15968.0,5125,Device Recall  Low Profile Neuro Screwdriver Blade/MR Safe/MQC/56mm Medium,USA,USA
16770,15969.0,5125,Device Recall  Matrix Neuro Screwdriver Blade MQC/MR Conditional/Short,USA,USA
16771,15970.0,5125,Device Recall  Matrix Neuro Screwdriver Blade MQC/MR Conditional/Short,USA,USA
16772,15976.0,5125,Device Recall  Matrix Neuro Screwdriver Blade MQC/MR Conditional/Short,USA,USA
16773,15978.0,5125,Device Recall  Matrix Neuro Screwdriver Blade MQC/MR Conditional/Short,USA,USA
16774,15979.0,5125,Device Recall  Matrix Neuro Screwdriver Blade MQC/MR Conditional/Short,USA,USA
16775,15980.0,5125,Device Recall  Matrix Neuro Screwdriver Blade MQC/MR Conditional/Short,USA,USA
16776,15982.0,5125,Device Recall  Matrix Neuro Screwdriver Blade MQC/MR Conditional/Short,USA,USA
16777,15983.0,5125,Device Recall  Matrix Neuro Screwdriver Blade MQC/MR Conditional/Short,USA,USA
16778,15984.0,5125,Device Recall  Matrix Neuro Screwdriver Blade MQC/MR Conditional/Short,USA,USA
16779,15989.0,5125,"Device Recall  Synthes Ti Button Plate 7 holes, Fastener, Fixation, nondegradable, soft tissue",USA,USA
16780,15993.0,5125,Device Recall  Titanium Single Vector Distractor Body and Proximal Foot Plate,USA,USA
16781,16009.0,5125,Device Recall  Titanium Single Vector Distractor Body and Proximal Foot Plate,USA,USA
16782,16010.0,5125,Device Recall  Titanium Single Vector Distractor Body and Proximal Foot Plate,USA,USA
16783,16011.0,5125,Device Recall  Titanium Single Vector Distractor Body and Proximal Foot Plate,USA,USA
16784,16012.0,5125,Device Recall  Titanium Single Vector Distractor Body and Proximal Foot Plate,USA,USA
16785,16013.0,5125,Device Recall  Titanium Single Vector Distractor Body and Proximal Foot Plate,USA,USA
16787,16014.0,5394,"Device Recall  Medtronic, Temporary Pacing Lead System",USA,USA
16788,16015.0,5218,Device Recall  Triton Infusion Pump,USA,USA
16789,16017.0,5218,Device Recall  Triton Infusion FP Pump,USA,USA
16790,16018.0,5218,Device Recall  Triton Administration Sets,USA,USA
16791,16020.0,5218,Device Recall  Triton Administration Sets,USA,USA
16792,16021.0,5218,Device Recall  Triton Administration Sets,USA,USA
16793,16022.0,5218,Device Recall  Triton Administration Sets,USA,USA
16794,16025.0,5218,Device Recall  Triton Administration Sets,USA,USA
16795,16028.0,5218,Device Recall  Triton Administration Sets,USA,USA
16796,16029.0,5218,Device Recall  Triton Administration Sets,USA,USA
16797,16031.0,5218,Device Recall  Triton Administration Sets,USA,USA
16803,16032.0,5218,Device Recall  Triton Administration Sets,USA,USA
16805,16033.0,5218,Device Recall  Triton Administration Sets,USA,USA
16806,16049.0,5218,Device Recall  Triton Administration Sets,USA,USA
16807,16055.0,5218,Device Recall  Triton Administration Sets,USA,USA
16809,16056.0,5218,Device Recall  Triton Administration Sets,USA,USA
16810,16061.0,5218,Device Recall  Triton Administration Sets,USA,USA
16811,16070.0,5218,Device Recall  Triton Administration Sets,USA,USA
16816,16073.0,5405,Device Recall  Secure,USA,USA
16820,16075.0,5425,"GE Healthcare, Discovery MR750w",USA,USA
16836,16076.0,5405,"Device Recall  Secure, Vygon, Cormix, Invacare, and Coram",USA,USA
16837,16100.0,4998,Device Recall  Certain EP Healing Abutment,USA,USA
16838,16103.0,4998,Device Recall  Certain EP PickUp Coping,USA,USA
16839,16104.0,5405,Device Recall  Secure,USA,USA
16840,16106.0,4998,Device Recall  Certain EP Twist Lock TM Coping,USA,USA
16841,16107.0,4998,Device Recall  Certain Flat Implant Cover Screw,USA,USA
16842,16112.0,5405,Device Recall  Secure,USA,USA
16844,16116.0,4998,Device Recall  Certain Gingihue TM 15 degree Angled Post,USA,USA
16845,16122.0,4998,Device Recall  Certain Gingihue 15 degree Pre Angled Post,USA,USA
16847,16126.0,4998,Device Recall  Certain Gingihue  Post,USA,USA
16848,16137.0,4998,Device Recall  Certain Gingihue 15 degree Angled  Post,USA,USA
16849,16141.0,5126,Device Recall  ST AIAPACK PROG III Calibrator Set,USA,USA
16852,16143.0,5454,Device Recall  Dimension Vista Homocysteine Flex Reagent Cartridge (HCYS),USA,USA
16855,16156.0,5405,"Device Recall  Secure, Coram",USA,USA
16856,16157.0,5405,Device Recall  Secure,USA,USA
16858,16158.0,5164,Device Recall  Linear Hip Neck Trials,USA,USA
16859,16159.0,5038,Device Recall  Replace Select Tapered Implant,USA,USA
16860,16160.0,5103,Device Recall  Carry bar,USA,USA
16877,16165.0,5347,Device Recall  AB SCIEX,USA,USA
16878,16167.0,5347,Device Recall  AB SCIEX,USA,USA
16879,16168.0,5347,Device Recall  AB SCIEX,USA,USA
16880,16169.0,5347,Device Recall  AB SCIEX,USA,USA
16886,16170.0,5456,Device Recall  Molift Air 205/205 Propulsion/IRC/205 IRC Propulsion/300/300 Propulsion/300 IRC/300 IRC Propulsion,USA,USA
16887,16172.0,5457,Device Recall  Perioscopy Sheath,USA,USA
16892,16173.0,5458,Device Recall  Parker TrachVac Endotracheal Tubes,USA,USA
16901,16180.0,5200,Device Recall  Coolief Sinergy Cooled Radiofrequency Kit,USA,USA
16904,16189.0,4836,Device Recall  GE Inspection Technologies Phoenix vtomex M240 cabinet xray systems.,USA,USA
16906,16195.0,5404,Device Recall  NovaPACS,USA,USA
16907,16196.0,4988,Device Recall  Richard Allan Scientific 10 Neutral Buffered Formalin,USA,USA
16931,16197.0,5461,Device Recall  BardParker,USA,USA
16934,16214.0,5050,Device Recall  VariSafe,USA,USA
16935,16215.0,5158,Device Recall   Analytical XRay Fluorescence Systems of model family Delta,USA,USA
16938,16216.0,4948,Device Recall  OPTICAL BIOMETER,USA,USA
16939,16230.0,5462,Device Recall  AmediCheck Instant Test Cup,USA,USA
16944,16231.0,5369,Device Recall  Better Baldder,USA,USA
16948,16232.0,5139,Device Recall  Philips,USA,USA
16954,16236.0,4902,Device Recall  Synovis VASCUGUARD Peripheral Vascular Patch,USA,USA
16958,16255.0,5464,Device Recall  Best Theratronics cabinet xray systems,USA,USA
16969,16256.0,5465,Device Recall  Innocor pulmonary function test device,USA,USA
16973,16259.0,5466,Device Recall  Sysmex,USA,USA
16975,16261.0,4959,Device Recall  Richard Wolf Instrument Corporation,USA,USA
16988,16262.0,5467,Device Recall  Nakanishi Inc.,USA,USA
16989,16263.0,5467,Device Recall  Nakanishi Inc.,USA,USA
16990,16266.0,5467,Device Recall  Nakanishi Inc.,USA,USA
16991,16267.0,5468,Device Recall  Medtronic,USA,USA
16992,16268.0,5468,Device Recall  Medtronic,USA,USA
16993,16272.0,5468,Device Recall  Medtronic,USA,USA
16994,16273.0,5139,Device Recall  Philips,USA,USA
16999,16274.0,5471,Device Recall  BK Medical ApS Ultrasound System Scanner,USA,USA
17001,16275.0,5472,Device Recall  AlignRT Plus private labelOSMS Varian,USA,USA
17002,16276.0,5472,"Device Recall  TrueBeam Radiotherapy Delivery System and EDGE Radiotherapy Delivery System,",USA,USA
17003,16277.0,5092,Device Recall  Roadrunner Uniglide Hydrophilic Wire Guide,USA,USA
17004,16278.0,5473,Device Recall  MynxGrip Vascular Closure Device,USA,USA
17006,16279.0,5345,Device Recall  Spirit Plus Bed,USA,USA
17007,16282.0,5345,Device Recall  Spirit Select Bed,USA,USA
17014,16294.0,5474,Device Recall  Microtek Angiography Drape with Radiation Shield,USA,USA
17023,16295.0,5475,Device Recall  Hitachi SCENARIA CT System,USA,USA
17031,16296.0,5125,Device Recall  Synthes 2.4mm Titanium Locking Screws SelfTapping with Stardrive Recess 12mm,USA,USA
17032,16297.0,5476,Device Recall  Axiom REG Implants,USA,USA
17033,16298.0,5476,Device Recall  Axiom 2.8,USA,USA
